tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0069049	movie	The Other Side of the Wind	The Other Side of the Wind	0	2018		122.0	Drama
tt0069204	movie	Sabse Bada Sukh	Sabse Bada Sukh	0	2018			Comedy,Drama
tt0111414	movie	A Thin Life	A Thin Life	0	2018		75.0	Comedy
tt0170651	movie	T.G.M. - osvoboditel	T.G.M. - osvoboditel	0	2018		60.0	Documentary
tt0192528	movie	Heaven & Hell	Reverse Heaven	0	2018		104.0	Drama
tt0253093	movie	Gangavataran	Gangavataran	0	2018		134.0	
tt0262759	movie	Seven Jews from My Class	Siedmiu Zydów z mojej klasy	0	2018		40.0	Documentary
tt0276568	movie	To Chase a Million	To Chase a Million	0	2018		97.0	Action,Drama
tt0328810	movie	My Land	Aamaar Bhuvan	0	2018		102.0	Drama,Family
tt0337981	movie	A Documentary on the Making of 'Gore Vidal's Caligula'	A Documentary on the Making of 'Gore Vidal's Caligula'	1	2018		62.0	Adult,Documentary
tt0347307	movie	The Stone Cross	Kaminnyy khrest	0	2018		80.0	Drama
tt0360556	movie	Fahrenheit 451	Fahrenheit 451	0	2018		100.0	Drama,Sci-Fi,Thriller
tt0365545	movie	Nappily Ever After	Nappily Ever After	0	2018		98.0	Comedy,Drama,Romance
tt0427543	movie	A Million Little Pieces	A Million Little Pieces	0	2018		113.0	Drama
tt0432010	movie	The Queen of Sheba Meets the Atom Man	The Queen of Sheba Meets the Atom Man	0	2018		110.0	Comedy
tt0473032	movie	Escape from Heaven	Escape from Heaven	0	2018			Comedy,Fantasy
tt0825334	movie	Caravaggio and My Mother the Pope	Caravaggio and My Mother the Pope	0	2018		90.0	Comedy,Drama
tt0849437	movie	Duel of Legends	Duel of Legends	0	2018			Action,Drama,Sport
tt0850247	movie	Amsteroid	Amsteroid	0	2018		98.0	Sci-Fi
tt0859635	movie	Super Troopers 2	Super Troopers 2	0	2018		99.0	Comedy,Crime,Mystery
tt0862930	movie	Dukun	Dukun	0	2018		108.0	Horror,Thriller
tt0891581	movie	RxCannabis: A Freedom Tale	RxCannabis: A Freedom Tale	0	2018		83.0	Documentary
tt0972544	movie	Back Roads	Back Roads	0	2018		101.0	Crime,Drama,Thriller
tt10003350	movie	Lusitanian Ghosts	Lusitanian Ghosts	0	2018		70.0	Documentary,Music
tt10005184	movie	Lysis	Lysis	0	2018		98.0	Adventure
tt10006274	movie	Feeling of revulsion	Feeling of revulsion	0	2018			Documentary
tt10006874	movie	Weltweite Freundschaften	Weltweite Freundschaften	0	2018			Documentary
tt10007268	movie	Mesto!	Mesto!	0	2018			Drama
tt10009602	movie	Meu Nome é Daniel	Meu Nome é Daniel	0	2018		82.0	Documentary
tt10009960	movie	The Stateless Diplomat	The Stateless Diplomat	0	2018		79.0	Documentary
tt10010814	movie	Turtle	Turtle	0	2018			Drama
tt10013634	movie	Cinderella	Cinderella	0	2018		150.0	Musical
tt10014042	movie	Forced Marriage	Forced Marriage	0	2018		52.0	Comedy,Drama
tt10016254	movie	Skvoznyye Shagi	Skvoznyye Shagi	0	2018			Drama
tt10016428	movie	Vargit zamani	Vargit zamani	0	2018		52.0	Documentary
tt10017502	movie	Lost Einstein	Lost Einstein	0	2018		48.0	Drama,Sci-Fi
tt10017510	movie	One Family	One Family	0	2018		87.0	Documentary
tt10017708	movie	Empty Temple	Empty Temple	0	2018		13.0	Documentary,History
tt10017722	movie	Emiliano Queiroz: o Ator em sua Essência	Emiliano Queiroz: o Ator em sua Essência	0	2018			Biography,Documentary
tt10018116	movie	Stage 3	Stage 3	0	2018		90.0	Action
tt10019866	movie	A Ilha Invisível	A Ilha Invisível	0	2018		44.0	Documentary,Music
tt10021622	movie	16 Bars	16 Bars	0	2018		94.0	Documentary
tt10021804	movie	Don't Work (1968 - 2018)	Ne travaille pas (1968 - 2018)	0	2018		88.0	Documentary
tt10022158	movie	Worlds of Ursula K. Le Guin	Worlds of Ursula K. Le Guin	0	2018		68.0	Documentary
tt10022684	movie	Anuttara	Anuttara	0	2018		86.0	Drama
tt10022800	movie	A Song In The Storm	A Song In The Storm	0	2018		105.0	Documentary
tt10022824	movie	A Song in the Storm	A Song in the Storm	0	2018		105.0	Documentary
tt10026686	movie	Piedone nyomában	Piedone nyomában	0	2018		65.0	Documentary
tt10026722	movie	1200+ Dir	1200+ Dir	0	2018		89.0	Documentary
tt10027174	movie	Saboa	Saboa	0	2018		60.0	Drama
tt10027474	movie	Night of the Dead Geisha	Onsen shikabane geisha	0	2018		48.0	Comedy,Horror
tt10028708	movie	Stay	Stay	0	2018		87.0	Drama,Romance
tt10028766	movie	Nationalmuseum - ljuset återvänder	Nationalmuseum - ljuset återvänder	0	2018		58.0	Documentary
tt10028772	movie	Latinos en el corredor de la muerte	Latinos en el corredor de la muerte	0	2018			Documentary
tt10028818	movie	El mercado de la inocencia	El mercado de la inocencia	0	2018			Documentary
tt10034236	movie	Super Sketch	Super Sketch	0	2018		119.0	Thriller
tt10034256	movie	The Place of the Three Waterfalls. Little Stories of Hiroshima	The Place of the Three Waterfalls. Little Stories of Hiroshima	0	2018		65.0	Documentary
tt10034400	movie	New Breed	New Breed	0	2018			Action
tt10035120	movie	A Short History of a Few Bad Things	A Short History of a Few Bad Things	0	2018			Drama
tt10036714	movie	Alone - The Legend of Miriam Yalan-Shtekelis	Levaditi - Agada al Miriam Yalan-Shteklis	0	2018		55.0	Documentary
tt10037382	movie	El Hombre de la Montaña	El Hombre de la Montaña	0	2018		70.0	Documentary
tt10037872	movie	Matoma: One in a Million	Matoma: One in a Million	0	2018		78.0	Documentary,Music
tt10038006	movie	Expressionism	Expressionism	0	2018			Documentary
tt10039472	movie	Premak Basaat	Premak Basaat	0	2018			Romance
tt10039682	movie	Paranaue: The Documentary	Paranaue: The Documentary	0	2018		62.0	Documentary,Music
tt10040484	movie	A Idade da Água	A Idade da Água	0	2018		82.0	Documentary
tt10043732	movie	Oblepikhovoe leto	Oblepikhovoe leto	0	2018		87.0	Biography,Drama
tt10043990	movie	Lo peor de los deseos	Lo peor de los deseos	0	2018		93.0	Thriller
tt10045014	movie	Rangu	Rangu	0	2018		156.0	Action
tt10045422	movie	Zwitscherland	Zwitscherland	0	2018			Documentary
tt10045444	movie	Durs Appenzellerland	Durs Appenzellerland	0	2018			Documentary
tt10047356	movie	Eises Kälte - Frozen in Time	Eises Kälte - Frozen in Time	0	2018		92.0	Mystery
tt10048332	movie	Gente de Zona: En Letra De Otro	Gente de Zona: En Letra De Otro	0	2018		54.0	Documentary,Music
tt10049152	movie	Pur laine	Pur laine	0	2018		88.0	Comedy,Drama
tt10049210	movie	The Sentries	The Sentries	0	2018		73.0	Family
tt10049238	movie	Joan Miró: The Inner Fire	Miró contra Miró	0	2018		61.0	Documentary
tt10050404	movie	Tian Shang De Hai Zi	Tian Shang De Hai Zi	0	2018			Drama
tt10050592	movie	The Age of Sebastian	The Age of Sebastian	0	2018		70.0	Drama
tt10050722	movie	Thing I Don't Get	Thing I Don't Get	0	2018		71.0	Drama
tt10051124	movie	Crossing the river of life	Crossing the river of life	0	2018		55.0	Documentary
tt10052156	movie	Shell and Joint	Shell and Joint	0	2018		154.0	Drama
tt10052452	movie	Jeremiah's Woods	Jeremiah's Woods	0	2018		83.0	Comedy,Horror
tt10054198	movie	Vogel Lost Vogel	Ibed Fogel et Fogel	0	2018		55.0	Documentary
tt10054330	movie	I Miss Oromia	I Miss Oromia	0	2018		86.0	Documentary
tt10056028	movie	Fatei and the sea	Fatei and the sea	0	2018		76.0	Documentary
tt10056070	movie	Das Bürgermeistermädchen	Das Bürgermeistermädchen	0	2018		57.0	Comedy,Drama
tt10056330	movie	Rotenberg	Rotenberg	0	2018		78.0	Documentary
tt10056334	movie	Octubre	Octubre	0	2018		80.0	Documentary
tt10056564	movie	La fin da la val l'è mia la fin dal mund	La fin da la val l'è mia la fin dal mund	0	2018		63.0	Documentary
tt10059624	movie	Heinz	Heinz	0	2018			Animation
tt10060902	movie	Second Hand Store Horror Tales	Second Hand Store Horror Tales	0	2018			Horror
tt10062150	movie	Yücel'in Çiçekleri	Yücel'in Çiçekleri	0	2018		69.0	Documentary,History
tt10062286	movie	Lustrum	Lustrum	0	2018		90.0	Documentary
tt10063078	movie	Antropofaga Makumba	Antropofaga Makumba	0	2018		86.0	Drama
tt10063976	movie	Knock Down	Knock Down	0	2018			Documentary
tt10066102	movie	Red Velvet	Red Velvet	0	2018		11.0	Drama
tt10066396	movie	Dr Prasad c/o sitara	Dr Prasad c/o sitara	0	2018		97.0	Comedy,Horror,Thriller
tt10066646	movie	Agaton	Agaton	0	2018		45.0	Biography,Documentary,Drama
tt10071230	movie	Good Girlfriend	Good Girlfriend	0	2018			Adult,Drama,Romance
tt10071262	movie	Taste of Friend Daughters	Taste of Friend Daughters	1	2018			Adult,Drama,Romance
tt10073458	movie	But What Was She Wearing?	But What Was She Wearing?	0	2018		110.0	Documentary
tt10074540	movie	Paracelso	Paracelso	0	2018			Fantasy
tt10075070	movie	Os Jovens Baumann	Os Jovens Baumann	0	2018			Family
tt10075574	movie	Une vie d'Annette	Une vie d'Annette	0	2018			Documentary
tt10075748	movie	Brother's Good Wife	Brother's Good Wife	0	2018			Drama,Romance
tt10077090	movie	Verano no miente	Verano no miente	0	2018		120.0	Comedy,Romance
tt10077600	movie	The Construction of 'Singapore' in Singapore Cinema	The Construction of 'Singapore' in Singapore Cinema	0	2018		65.0	Documentary
tt10077620	movie	Goko Mako	Goko Mako	0	2018		96.0	Adventure,Comedy,Drama
tt10078138	movie	11 Hopes	11 Niêm Hy Vong	0	2018		110.0	Drama,Sport
tt10078502	movie	Stars in the Sky: A Hunting Story	Stars in the Sky: A Hunting Story	0	2018		75.0	Documentary
tt10078822	movie	Here Comes the Sun	O Dây Có Nang	0	2018			Drama,Family
tt10078900	movie	Freej Al Taibeen	Freej Al Taibeen	0	2018		100.0	Comedy
tt10079398	movie	Legends Never Die: The Sandlot Story	Legends Never Die: The Sandlot Story	0	2018			Documentary
tt10079698	movie	Attack in LA	Attack in LA	0	2018		80.0	Action
tt10079986	movie	Shimanto -The Peaceful Death	Shimanto -The Peaceful Death	0	2018		108.0	Documentary
tt10080276	movie	Restoring Tomorrow: Rise Above	Restoring Tomorrow: Rise Above	0	2018			Documentary
tt10080834	movie	Yêu Em Bât Châp	Yêu Em Bât Châp	0	2018		100.0	Comedy,Romance
tt10081380	movie	Amalu	Amalu	0	2018			Action,Drama,Romance
tt10083622	movie	Biserta. Storia a spirale	Biserta. Storia a spirale	0	2018			Documentary
tt10084752	movie	American Relapse	American Relapse	0	2018		105.0	Documentary
tt10084778	movie	Panorama: Jamming to the Top	Panorama: Jamming to the Top	0	2018			Documentary
tt10084868	movie	Funeral	Funeral	0	2018		31.0	Documentary,Mystery
tt10085818	movie	The Secret of the River	The Secret of the River	0	2018		82.0	Drama,Romance
tt10086164	movie	5 PM (Lima Penjuru Masjid)	5 PM (Lima Penjuru Masjid)	0	2018		101.0	Drama
tt10086764	movie	MacGuffin	MacGuffin	0	2018		52.0	Crime,Drama,Thriller
tt10087396	movie	Hrudayat Something Something	Hrudayat Something Something	0	2018			Comedy
tt10087464	movie	Hollywood Salutes Israel	Hollywood Salutes Israel	0	2018			History
tt10087508	movie	IAC My Story	IAC My Story	0	2018			History
tt10087550	movie	De man van 85 miljoen	De man van 85 miljoen	0	2018		54.0	Documentary,Sport
tt10089828	movie	Fate Vobis	Fate Vobis	0	2018			Comedy
tt10089942	movie	Coeur de pierre	Coeur de pierre	0	2018		89.0	Documentary
tt10090222	movie	Inferno	Inferno	0	2018		16.0	Documentary
tt10092888	movie	Svetlosti Tiha	Svetlosti Tiha	0	2018		80.0	Documentary
tt10093086	movie	Emilie	Emilie	0	2018		55.0	Drama
tt10093094	movie	Aim	Aim	0	2018			Drama
tt10094548	movie	The Rhythm of Blue	The Rhythm of Blue	0	2018		60.0	Documentary
